leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,Unnamed: 8,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value,assessed_value,adjusted_assessed_value
608070,2008,CENTRALIA ELEMENTARY,7142283100,21,9,4752,204.5,,47858000,5948000,23476000,18434000,45250000,24433000,850000,0,18781000,7546000,647000,15300000,0,2008,Centralia Elementary,3840693901,133330604,3974024505,4126591291.574308
608130,2008,CERES UNIFIED,2095561500,21,21,12468,586.4000244140625,,115724000,14521000,75175000,26028000,117898000,63859000,10265000,0,45110000,18288000,1454000,36629000,0,2008,Ceres Unified,3727326099,111929143,3839255242,3986648101.3982105
608160,2008,CHAFFEY JOINT UNION HIGH,9099888511,21,11,25370,1017.2000122070312,,263418000,25007000,161842000,76569000,232198000,129201000,10695000,0,94805000,43947000,5118000,101360000,0,2008,Chaffey Joint Union High,39648567866,3970618134,43619186000,45293770299.27499
608190,2008,CHARTER OAK UNIFIED,6269668331,21,10,6305,267.3999938964844,,66529000,6205000,47527000,12797000,64903000,32829000,7069000,0,22068000,10722000,974000,31676000,0,2008,Charter Oak Unified,2627243658,30823621,2658067279,2760113147.802549
608250,2008,CHATOM UNION ELEMENTARY,2096648505,41,2,674,35.20000076293945,,7718000,1035000,3956000,2727000,9132000,4253000,2179000,0,2890000,1385000,107000,0,0,2008,Chatom Union Elementary,517513252,,,
608340,2008,CHICAGO PARK ELEMENTARY,5303462153,41,1,148,7.900000095367432,,1310000,114000,649000,547000,1224000,711000,33000,0,523000,206000,0,0,0,2008,Chicago Park Elementary,,,,
608370,2008,CHICO UNIFIED,5308913000,13,26,13468,662.4000244140625,,136730000,14867000,71928000,49935000,115412000,74411000,4890000,0,50902000,27156000,2382000,57510000,0,2008,Chico Unified,8858566360,466398008,9324964368,9682959102.747032
608550,2008,CHOWCHILLA UNION HIGH,5596653662,31,2,994,47.5,,30962000,1106000,25171000,4685000,23244000,4278000,13925000,0,3102000,1678000,451000,12278000,0,2008,Chowchilla Union High,1543896841,67738717,1611635558,1673507863.4937358
608580,2008,CHUALAR UNION ELEMENTARY,8316792504,42,1,364,17,,4135000,662000,2659000,814000,3617000,1676000,148000,0,1029000,724000,108000,3121000,0,2008,Chualar Union Elementary,304213323,24468526,328681849,341300274.84114414
608760,2008,CLAREMONT UNIFIED,9093980609,21,12,6960,315.79998779296875,,72552000,6310000,48417000,17825000,71664000,35904000,1996000,0,26209000,11583000,2422000,50145000,0,2008,Claremont Unified,3862429797,64037895,3926467692,4077208724.8251815
608880,2008,CLEAR CREEK ELEMENTARY,5302733664,42,1,130,6.5,,1190000,132000,338000,720000,1102000,618000,12000,0,479000,198000,0,0,0,2008,Clear Creek Elementary,,,,
608970,2008,CLOVERDALE UNIFIED,7078941920,32,5,1496,82.5,,14334000,1531000,5665000,7138000,14416000,9898000,128000,0,5747000,2327000,142000,3350000,0,2008,Cloverdale Unified,1842345698,46476764,1888822462,1961336250.7484448
609030,2008,CLOVIS UNIFIED,5593279100,21,47,37461,1837.0999755859373,,407762000,30415000,240154000,137193000,393683000,190185000,46837000,0,129313000,80689000,21202000,333706000,0,2008,Clovis Unified,18005851118,513581412,18519432530,19230412119.261948
609070,2008,COACHELLA VALLEY UNIFIED,7603995137,41,23,18256,936.7999877929688,,211709000,35953000,127045000,48711000,219759000,106301000,31196000,0,71449000,39372000,6330000,149991000,0,2008,Coachella Valley Unified,8264094904,152036639,8416131543,8739235274.063225
609120,2008,COALINGA-HURON JOINT UNIFIED,5599357500,33,11,4339,201,,46256000,6326000,31815000,8115000,41422000,20482000,4234000,0,14622000,7666000,704000,14420000,0,2008,Coalinga/Huron Joint Unified,1404785386,112803487,1517588873,1575850631.930582
609270,2008,COLD SPRING ELEMENTARY,8059692678,22,1,198,15.800000190734863,,3481000,30000,258000,3193000,3509000,2127000,247000,0,1376000,653000,103000,2548000,0,2008,Cold Spring Elementary,1407962313,5093696,1413056009,1467304646.4382954
609330,2008,COLLEGE ELEMENTARY,8056867300,32,3,395,30.39999961853028,,7863000,267000,3015000,4581000,7237000,3693000,1366000,0,2372000,1090000,529000,13997000,0,2008,College Elementary,1532951565,40443145,1573394710,1633798910.9845924
609390,2008,COLTON JOINT UNIFIED,9095805000,21,28,24337,1076.4000244140625,,282853000,31314000,211540000,39999000,229929000,120583000,15732000,0,85426000,41475000,4642000,108774000,0,2008,Colton Joint Unified,108720458,202186,108922644,113104293.54930426
609450,2008,COLUMBIA ELEMENTARY,5302231915,41,4,1024,52.79999923706055,,10738000,1141000,5601000,3996000,9552000,5380000,1000000,0,3800000,1562000,142000,5890000,0,2008,Columbia Elementary,817823696,19006523,836830219,868956970.4230149
609480,2008,COLUMBIA UNION,2095320202,41,2,617,31,,5521000,846000,3014000,1661000,6066000,2858000,1073000,0,2017000,971000,83000,0,0,2008,Columbia Union,480532591,19347620,499880211,519071113.6651453
609510,2008,COLUMBINE ELEMENTARY,6617258501,41,1,206,9,,1617000,183000,1196000,238000,1464000,959000,2000,0,685000,318000,0,0,0,2008,Columbia Elementary,817823696,19006523,836830219,868956970.4230149
609620,2008,COMPTON UNIFIED,3106394321,13,40,27369,1250.699951171875,,299750000,47792000,221016000,30942000,324737000,162319000,22894000,0,107034000,53734000,3821000,109449000,0,2008,Compton Unified,7933707318,626575440,8560282758,8888920598.786419
609640,2008,CONEJO VALLEY UNIFIED,8054979511,12,30,21655,966.5,,200042000,13506000,75361000,111175000,197582000,114593000,11844000,0,81501000,38808000,1383000,69610000,0,2008,Conejo Valley Unified,24107979218,554889802,24662869020,25609701297.795544
609780,2008,CORNING UNION ELEMENTARY,5308247700,32,7,1947,95.5,,18351000,3180000,11771000,3400000,18416000,10060000,1428000,0,6481000,3697000,110000,3149000,0,2008,Corning Union Elementary,810108051,38393630,848501681,881076511.5553211
609850,2008,CORONA-NORCO UNIFIED,9517365000,21,51,52138,2370.600098,,477608000,43869000,283970000,149769000,484118000,259391000,64496000,0,198328000,67758000,10005000,289498000,0,2008,Corona-Norco Unified,28012642389,1321798662,29334441051,30460619664.512234
609870,2008,CORONADO UNIFIED,6195228900,21,5,3041,140.5,,33364000,3870000,17061000,12433000,30162000,17024000,698000,0,12062000,5055000,1230000,25340000,0,2008,Coronado Unified,5444371473,103265415,5547636888,5760616232.2436905
609940,2008,COTATI-ROHNERT PARK UNIFIED,7077924722,21,15,6429,292,,64496000,5479000,29199000,29818000,63202000,38987000,1622000,0,22049000,13300000,2365000,75097000,0,2008,Cotati-Rohnert Park Unified,5122162002,58738717,5180900719,5379800693.890405
609990,2008,COTTONWOOD UNION ELEMENTARY,5303473165,31,4,1147,59,,10347000,1490000,5970000,2887000,10290000,6475000,103000,0,4501000,2186000,100000,1950000,0,2008,Cottonwood Union Elementary,636450465,13039935,649490400,674424987.8753866
610050,2008,COVINA-VALLEY UNIFIED,6269747000,21,19,14391,593.2999877929688,,141968000,15507000,102047000,24414000,143631000,71302000,13846000,0,51413000,25219000,3153000,111570000,0,2008,Covina-Valley Unified,6442390905,230660395,6673051300,6929236432.277263
610260,2008,CULVER CITY UNIFIED,3108424220,21,9,6684,312,,82869000,11616000,53315000,17938000,79625000,35194000,322000,0,23250000,11484000,2017000,36965000,0,2008,Culver City Unified,5953925772,376850459,6330776231,6573821080.086727
610350,2008,CUTLER-OROSI JOINT UNIFIED,5595284763,31,11,4128,206.6000061035156,,48824000,8454000,33873000,6497000,55822000,22984000,13706000,0,14865000,9362000,219000,7915000,0,2008,Cutler-Orosi Joint Unified,506218715,14601839,520820554,540815377.4354511
610620,2008,DAVIS JOINT UNIFIED,5307575300,23,18,8573,408.8999938964844,,88426000,6296000,37719000,44411000,82339000,47077000,2017000,0,34028000,12116000,4249000,98856000,0,2008,Davis Joint Unified,13565218,115410,13680628,14205841.030179467
610770,2008,DEL NORTE COUNTY UNIFIED,7074640200,33,11,3893,197.3999938964844,,38860000,7609000,21012000,10239000,39420000,23957000,615000,0,15263000,9024000,19000,5100000,0,2008,Del Norte County Unified,757579708,20322004,777901712,807766138.9357601
610860,2008,DELANO JOINT UNION HIGH,6617254000,32,5,4634,215,,51426000,6800000,36426000,8200000,62365000,24827000,12166000,0,16025000,10055000,2434000,49620000,0,2008,Delano Joint Union High,1801198945,68390590,1869589535,1941364952.390866
610890,2008,DELANO UNION ELEMENTARY,6617215000,32,11,7716,372.1000061035156,,78942000,12610000,57070000,9262000,72746000,40556000,1654000,0,26875000,14588000,2435000,48854000,0,2008,Delano Union Elementary,1640348776,56021418,1696370194,1761495547.1560736
611040,2008,DENAIR UNIFIED,2096327514,23,7,1564,82.69999694824219,,21303000,1526000,10291000,9486000,35623000,8960000,20485000,0,6072000,2353000,626000,18838000,0,2008,Denair Unified,834827752,23781953,858609705,891572592.7
611110,2008,DESERT SANDS UNIFIED,7607774200,21,35,28976,1319.9000244140625,,313108000,30597000,142230000,140281000,352828000,151001000,97888000,0,106759000,55260000,12111000,374176000,0,2008,Desert Sands Unified,34930354036,745519576,35675873612,37045506181.79564
611220,2008,DIXIE ELEMENTARY,4154923700,21,4,1785,95.5,,19492000,352000,2473000,16667000,18906000,11118000,526000,0,8189000,2982000,404000,9178000,0,2008,Dixie Elementary,3613241784,96628191,3709869975,3852295604.228539
611280,2008,DIXON UNIFIED,7076785582,31,9,4089,202.8999938964844,,35918000,3491000,22181000,10246000,32833000,19457000,57000,0,14057000,5754000,1524000,40946000,0,2008,Dixon Unified,2367963713,75449878,2443413591,2537218689.4290195
611460,2008,DOWNEY UNIFIED,5624696500,21,20,22464,1028.300048828125,,219898000,26383000,148379000,45136000,216975000,123162000,23042000,0,87579000,38386000,3875000,85875000,0,2008,Downey Unified,8745449863,300242250,9045692113,9392965305.775888
611490,2008,DRY CREEK JOINT ELEMENTARY,9167708800,21,10,7279,348.29998779296875,,63708000,4211000,36559000,22938000,73871000,35780000,19232000,0,26582000,9821000,2761000,51755000,0,2008,Dry Creek Joint Elementary,3544175835,45997181,3590173016,3728003359
611520,2008,DUARTE UNIFIED,6265995000,21,8,4213,199.5,,42320000,5278000,26906000,10136000,40575000,23553000,595000,0,16004000,6622000,848000,46022000,0,2008,Duarte Unified,2556215596,103630121,2659845717,2761959861.821089
611610,2008,DUNHAM ELEMENTARY,7077955050,41,1,180,10.600000381469728,,1700000,115000,1054000,531000,1468000,928000,11000,0,634000,243000,0,117000,0,2008,Dunham Elementary,107196812,1125339,108322151,112480747.0207578
611700,2008,DUNSMUIR JOINT UNION HIGH,5302354835,42,2,104,9.800000190734863,,2665000,251000,1696000,718000,2107000,863000,555000,0,515000,313000,0,0,0,2008,Dunsmuir Joint Union High,41071780,318519,41390299,42979314.09183819
611760,2008,EARLIMART ELEMENTARY,6618494241,32,4,2034,101.9000015258789,,21814000,4520000,14276000,3018000,20090000,12335000,242000,0,7100000,3915000,186000,4045000,0,2008,Earlimart Elementary,352079972,11051467,363131439,377072419.1531494
611780,2008,EAST NICOLAUS JOINT UNION HIGH,5306562255,42,2,339,14.800000190734863,,4213000,229000,2839000,1145000,3868000,1623000,784000,0,1062000,527000,53000,980000,0,2008,East Nicolaus Joint Union High,22520538,371959,22892497,23771362.920317717
611820,2008,EAST SIDE UNION HIGH,4083475000,11,23,26259,1215.800048828125,,290047000,23864000,123872000,142311000,323174000,137454000,55778000,0,95882000,57679000,19365000,549397000,0,2008,East Side Union High,54925982762,2434410936,57360393698,59562516742.82029
611850,2008,EAST WHITTIER CITY ELEMENTARY,5629075900,21,13,8816,460,,89092000,9740000,63116000,16236000,91818000,57136000,3358000,0,40489000,18472000,1574000,31612000,0,2008,East Whittier City Elementary,,79206479,,
611870,2008,EASTERN SIERRA UNIFIED,7609327443,43,11,490,54.900001525878906,,13405000,531000,3535000,9339000,15456000,5236000,4382000,0,3397000,2442000,403000,0,0,2008,Eastern Sierra Unified,784383356,45234489,829617845,861467706.2
611910,2008,EASTSIDE UNION ELEMENTARY,6619521200,41,4,3218,148.5,,30832000,3810000,21897000,5125000,29608000,16998000,1931000,0,10939000,5522000,494000,19353000,0,2008,Eastside Union Elementary,1708976310,54028080,1763004390,1830687896.7726133
611940,2008,EDISON ELEMENTARY,6613635394,21,2,1112,56.29999923706055,,10964000,1361000,7601000,2002000,15950000,5635000,6081000,0,3645000,1976000,190000,5825000,0,2008,Edison Elementary,367244544,21020140,388264684,403170554.6365901
612030,2008,EL CENTRO ELEMENTARY,7603525712,13,12,5644,259.20001220703125,,53279000,9758000,35992000,7529000,53914000,33362000,546000,0,22720000,9863000,706000,15407000,0,2008,El Centro Elementary,1570510459,139443686,1709954145,1775600999.6592588
612070,2008,EL DORADO UNION HIGH,5306225081,31,10,7262,321.8999938964844,,72292000,4806000,27023000,40463000,86499000,33749000,23397000,399000,24554000,10931000,1372000,63810000,0,2008,El Dorado Union High,18032445173,431358595,18463803768,19172647713.29479
612090,2008,EL MONTE CITY ELEMENTARY,6264533700,21,18,10144,492.6000061035156,,113988000,19281000,69725000,24982000,120703000,61688000,15455000,0,43278000,18507000,2971000,71973000,0,2008,El Monte City Elementary,5049652525,283298381,5332950906,5537688240.071111
612120,2008,EL MONTE UNION HIGH,6264449005,21,7,10476,452.2000122070313,,126630000,18906000,80560000,27164000,139089000,54009000,19377000,0,38178000,19296000,4099000,134391000,0,2008,El Monte Union High,9660948925,456012737,10116961662,10505361967.213219
612180,2008,EL RANCHO UNIFIED,5629421500,21,19,11014,476.2000122070313,,107640000,13231000,75272000,19137000,105452000,60176000,5303000,0,40950000,20548000,2297000,55398000,0,2008,El Rancho Unified,3332607588,168051187,3500658775,3635052576.427982
612210,2008,EL SEGUNDO UNIFIED,3106152650,21,5,3263,143.60000610351562,,34417000,1840000,18482000,14095000,31380000,17206000,716000,0,12330000,4689000,1382000,57443000,0,2008,El Segundo Unified,4548517098,179449902,4727967000,4909478395.139062
612360,2008,ELK HILLS ELEMENTARY,6617657431,42,1,72,5.300000190734863,,1797000,73000,420000,1304000,4518000,350000,3028000,0,240000,223000,366000,3790000,0,2008,Elk Hills Elementary,2049251335,9334896,2058586231,2137617421.1083224
612600,2008,ELVERTA JOINT ELEMENTARY,9169914726,21,2,291,15,,2801000,341000,1393000,1067000,2593000,1484000,49000,0,1089000,410000,38000,1168000,0,2008,Elverta Joint Elementary,64388004,629770,65017774,67513871.55
612630,2008,EMERY UNIFIED,5106014000,21,2,783,48.09999847412109,,18626000,1354000,10288000,6984000,19729000,5673000,7761000,0,3451000,2196000,274000,5805000,0,2008,Emery Unified,3358077383,346219119,3704296502,3846508160.010043
612750,2008,ENCINITAS UNION ELEMENTARY,7609444300,13,10,5562,30.600000381469727,,54452000,2650000,8915000,42887000,55653000,34318000,3505000,0,23280000,9832000,1544000,34988000,0,2008,Encinitas Union Elementary,12783314081,155756953,12939071034,13435814948.495337
612810,2008,ENTERPRISE ELEMENTARY,5302244100,13,8,3403,171.1999969482422,,34670000,5640000,19463000,9567000,34802000,18788000,4051000,0,12963000,6275000,900000,24970000,0,2008,Enterprise Elementary,2494775041,133461747,2628236788,2729137434.3339715
612840,2008,ESCALON UNIFIED,2098383591,31,7,3060,140.60000610351562,,26700000,2715000,15970000,8015000,24898000,14955000,150000,0,10362000,4830000,399000,9754000,0,2008,Escalon Unified,1645429467,55272690,1700702157,1765993818.5604725
612910,2008,ESCONDIDO UNION HIGH,7602913200,21,7,9353,401.8999938964844,,93209000,9029000,41127000,43053000,89297000,41100000,13244000,0,26938000,16934000,1209000,61805000,0,2008,Escondido Union High,18865245781,460055476,19325301257,20067218954.953632
612930,2008,ESPARTO UNIFIED,5307873446,42,4,1089,50.09999847412109,,10721000,831000,5694000,4196000,13002000,5153000,3298000,0,3490000,1631000,121000,2819000,0,2008,Esparto Unified,811400583,49113307,860513890,893549881.3067163
613140,2008,EVERGREEN ELEMENTARY,4082706800,11,18,13380,605.5,,119575000,10452000,45973000,63150000,118682000,73407000,12121000,0,51141000,24116000,4367000,130498000,0,2008,Evergreen Elementary,13541080861,174505288,13715586149,14242141257.58155
613230,2008,EXETER UNION HIGH,5595929421,22,4,1175,48.5,,13419000,997000,8448000,3974000,12976000,5740000,2608000,0,3822000,2211000,427000,12816000,0,2008,Exeter Union High,1127379953,68021036,1195400989,1241293632
613290,2008,FAIRFAX ELEMENTARY,6613667221,21,3,2122,105.3000030517578,,20483000,3245000,14391000,2847000,19310000,10383000,830000,0,6878000,3802000,114000,8100000,0,2008,Fairfax Elementary,793556065,11895348,805451413,836373500.5886737
613360,2008,FAIRFIELD-SUISUN UNIFIED,7073995000,12,31,22496,1095.800048828125,,203146000,21320000,130995000,50831000,197127000,106951000,9043000,0,77360000,35874000,6731000,90888000,0,2008,Fairfield-Suisun Unified,13403149014,431635101,13834784115,14365915353.048275
613470,2008,FALL RIVER JOINT UNIFIED,5303354538,43,11,1211,78.69999694824219,,14683000,2350000,7657000,4676000,14715000,7389000,1565000,0,5133000,2629000,210000,4477000,0,2008,Fall River Joint Unified,50332428,19096751,69429179,72094634.81719367
613500,2008,FALLBROOK UNION ELEMENTARY,7607315400,21,10,5617,256.79998779296875,,56634000,12069000,22241000,22324000,53198000,32392000,1132000,0,23155000,11757000,1162000,29829000,0,2008,Fallbrook Union Elementary,4799197016,58803030,4858000046,5044503540.194246
613530,2008,FALLBROOK UNION HIGH,7607236332,21,3,3117,133,,34092000,4125000,10543000,19424000,30864000,16761000,607000,0,11757000,5797000,683000,21799000,0,2008,Fallbrook Union High,7972760797,84765801,8057526598,8366863125.554672
613740,2008,FIELDBROOK ELEMENTARY,7078393201,41,1,113,5,,1101000,110000,509000,482000,937000,483000,47000,0,329000,187000,25000,390000,0,2008,Fieldbrook Elementary,76590527,428498,77019025,79975862.61752151
613800,2008,FILLMORE UNIFIED,8055246000,31,7,3860,173.8000030517578,,43878000,4771000,30805000,8302000,43428000,19556000,9355000,0,13611000,7452000,755000,23126000,0,2008,Fillmore Unified,1570028557,57349173,1627377730,1689854393.265742
613840,2008,FIREBAUGH-LAS DELTAS JOINT UNIFIED,5596591476,32,6,2286,105.4000015258789,,23382000,3739000,15509000,4134000,20733000,10713000,329000,0,7269000,3873000,274000,14728000,0,2008,Firebaugh-Las Deltas Joint Unified,343111921,21684329,364796250,378801143.9171949
