leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value
609070,2008,COACHELLA VALLEY UNIFIED,7603995137,41,23,18256,936.7999877929688,,211709000,35953000,127045000,48711000,219759000,106301000,31196000,0,71449000,39372000,6330000,149991000,0,2008,Coachella Valley Unified,8264094904,152036639
609120,2008,COALINGA-HURON JOINT UNIFIED,5599357500,33,11,4339,201,,46256000,6326000,31815000,8115000,41422000,20482000,4234000,0,14622000,7666000,704000,14420000,0,2008,Coalinga/Huron Joint Unified,1404785386,112803487
609270,2008,COLD SPRING ELEMENTARY,8059692678,22,1,198,15.800000190734863,,3481000,30000,258000,3193000,3509000,2127000,247000,0,1376000,653000,103000,2548000,0,2008,Cold Spring Elementary,1407962313,5093696
609330,2008,COLLEGE ELEMENTARY,8056867300,32,3,395,30.39999961853028,,7863000,267000,3015000,4581000,7237000,3693000,1366000,0,2372000,1090000,529000,13997000,0,2008,College Elementary,1532951565,40443145
609390,2008,COLTON JOINT UNIFIED,9095805000,21,28,24337,1076.4000244140625,,282853000,31314000,211540000,39999000,229929000,120583000,15732000,0,85426000,41475000,4642000,108774000,0,2008,Colton Joint Unified,108720458,202186
609450,2008,COLUMBIA ELEMENTARY,5302231915,41,4,1024,52.79999923706055,,10738000,1141000,5601000,3996000,9552000,5380000,1000000,0,3800000,1562000,142000,5890000,0,2008,Columbia Elementary,817823696,19006523
609480,2008,COLUMBIA UNION,2095320202,41,2,617,31,,5521000,846000,3014000,1661000,6066000,2858000,1073000,0,2017000,971000,83000,0,0,2008,Columbia Union,480532591,19347620
609510,2008,COLUMBINE ELEMENTARY,6617258501,41,1,206,9,,1617000,183000,1196000,238000,1464000,959000,2000,0,685000,318000,0,0,0,2008,Columbia Elementary,817823696,19006523
609620,2008,COMPTON UNIFIED,3106394321,13,40,27369,1250.699951171875,,299750000,47792000,221016000,30942000,324737000,162319000,22894000,0,107034000,53734000,3821000,109449000,0,2008,Compton Unified,7933707318,626575440
609640,2008,CONEJO VALLEY UNIFIED,8054979511,12,30,21655,966.5,,200042000,13506000,75361000,111175000,197582000,114593000,11844000,0,81501000,38808000,1383000,69610000,0,2008,Conejo Valley Unified,24107979218,554889802
609780,2008,CORNING UNION ELEMENTARY,5308247700,32,7,1947,95.5,,18351000,3180000,11771000,3400000,18416000,10060000,1428000,0,6481000,3697000,110000,3149000,0,2008,Corning Union Elementary,810108051,38393630
609850,2008,CORONA-NORCO UNIFIED,9517365000,21,51,52138,2370.600098,,477608000,43869000,283970000,149769000,484118000,259391000,64496000,0,198328000,67758000,10005000,289498000,0,2008,Corona-Norco Unified,28012642389,1321798662
609870,2008,CORONADO UNIFIED,6195228900,21,5,3041,140.5,,33364000,3870000,17061000,12433000,30162000,17024000,698000,0,12062000,5055000,1230000,25340000,0,2008,Coronado Unified,5444371473,103265415
609940,2008,COTATI-ROHNERT PARK UNIFIED,7077924722,21,15,6429,292,,64496000,5479000,29199000,29818000,63202000,38987000,1622000,0,22049000,13300000,2365000,75097000,0,2008,Cotati-Rohnert Park Unified,5122162002,58738717
609990,2008,COTTONWOOD UNION ELEMENTARY,5303473165,31,4,1147,59,,10347000,1490000,5970000,2887000,10290000,6475000,103000,0,4501000,2186000,100000,1950000,0,2008,Cottonwood Union Elementary,636450465,13039935
610050,2008,COVINA-VALLEY UNIFIED,6269747000,21,19,14391,593.2999877929688,,141968000,15507000,102047000,24414000,143631000,71302000,13846000,0,51413000,25219000,3153000,111570000,0,2008,Covina-Valley Unified,6442390905,230660395
610260,2008,CULVER CITY UNIFIED,3108424220,21,9,6684,312,,82869000,11616000,53315000,17938000,79625000,35194000,322000,0,23250000,11484000,2017000,36965000,0,2008,Culver City Unified,5953925772,376850459
610350,2008,CUTLER-OROSI JOINT UNIFIED,5595284763,31,11,4128,206.6000061035156,,48824000,8454000,33873000,6497000,55822000,22984000,13706000,0,14865000,9362000,219000,7915000,0,2008,Cutler-Orosi Joint Unified,506218715,14601839
610620,2008,DAVIS JOINT UNIFIED,5307575300,23,18,8573,408.8999938964844,,88426000,6296000,37719000,44411000,82339000,47077000,2017000,0,34028000,12116000,4249000,98856000,0,2008,Davis Joint Unified,13565218,115410
610770,2008,DEL NORTE COUNTY UNIFIED,7074640200,33,11,3893,197.3999938964844,,38860000,7609000,21012000,10239000,39420000,23957000,615000,0,15263000,9024000,19000,5100000,0,2008,Del Norte County Unified,757579708,20322004
610860,2008,DELANO JOINT UNION HIGH,6617254000,32,5,4634,215,,51426000,6800000,36426000,8200000,62365000,24827000,12166000,0,16025000,10055000,2434000,49620000,0,2008,Delano Joint Union High,1801198945,68390590
610890,2008,DELANO UNION ELEMENTARY,6617215000,32,11,7716,372.1000061035156,,78942000,12610000,57070000,9262000,72746000,40556000,1654000,0,26875000,14588000,2435000,48854000,0,2008,Delano Union Elementary,1640348776,56021418
611040,2008,DENAIR UNIFIED,2096327514,23,7,1564,82.69999694824219,,21303000,1526000,10291000,9486000,35623000,8960000,20485000,0,6072000,2353000,626000,18838000,0,2008,Denair Unified,834827752,23781953
611110,2008,DESERT SANDS UNIFIED,7607774200,21,35,28976,1319.9000244140625,,313108000,30597000,142230000,140281000,352828000,151001000,97888000,0,106759000,55260000,12111000,374176000,0,2008,Desert Sands Unified,34930354036,745519576
611220,2008,DIXIE ELEMENTARY,4154923700,21,4,1785,95.5,,19492000,352000,2473000,16667000,18906000,11118000,526000,0,8189000,2982000,404000,9178000,0,2008,Dixie Elementary,3613241784,96628191
611280,2008,DIXON UNIFIED,7076785582,31,9,4089,202.8999938964844,,35918000,3491000,22181000,10246000,32833000,19457000,57000,0,14057000,5754000,1524000,40946000,0,2008,Dixon Unified,2367963713,75449878
611460,2008,DOWNEY UNIFIED,5624696500,21,20,22464,1028.300048828125,,219898000,26383000,148379000,45136000,216975000,123162000,23042000,0,87579000,38386000,3875000,85875000,0,2008,Downey Unified,8745449863,300242250
611490,2008,DRY CREEK JOINT ELEMENTARY,9167708800,21,10,7279,348.29998779296875,,63708000,4211000,36559000,22938000,73871000,35780000,19232000,0,26582000,9821000,2761000,51755000,0,2008,Dry Creek Joint Elementary,3544175835,45997181
611520,2008,DUARTE UNIFIED,6265995000,21,8,4213,199.5,,42320000,5278000,26906000,10136000,40575000,23553000,595000,0,16004000,6622000,848000,46022000,0,2008,Duarte Unified,2556215596,103630121
611610,2008,DUNHAM ELEMENTARY,7077955050,41,1,180,10.600000381469728,,1700000,115000,1054000,531000,1468000,928000,11000,0,634000,243000,0,117000,0,2008,Dunham Elementary,107196812,1125339
611700,2008,DUNSMUIR JOINT UNION HIGH,5302354835,42,2,104,9.800000190734863,,2665000,251000,1696000,718000,2107000,863000,555000,0,515000,313000,0,0,0,2008,Dunsmuir Joint Union High,41071780,318519
611760,2008,EARLIMART ELEMENTARY,6618494241,32,4,2034,101.9000015258789,,21814000,4520000,14276000,3018000,20090000,12335000,242000,0,7100000,3915000,186000,4045000,0,2008,Earlimart Elementary,352079972,11051467
611780,2008,EAST NICOLAUS JOINT UNION HIGH,5306562255,42,2,339,14.800000190734863,,4213000,229000,2839000,1145000,3868000,1623000,784000,0,1062000,527000,53000,980000,0,2008,East Nicolaus Joint Union High,22520538,371959
611820,2008,EAST SIDE UNION HIGH,4083475000,11,23,26259,1215.800048828125,,290047000,23864000,123872000,142311000,323174000,137454000,55778000,0,95882000,57679000,19365000,549397000,0,2008,East Side Union High,54925982762,2434410936
611850,2008,EAST WHITTIER CITY ELEMENTARY,5629075900,21,13,8816,460,,89092000,9740000,63116000,16236000,91818000,57136000,3358000,0,40489000,18472000,1574000,31612000,0,2008,East Whittier City Elementary,,79206479
611870,2008,EASTERN SIERRA UNIFIED,7609327443,43,11,490,54.900001525878906,,13405000,531000,3535000,9339000,15456000,5236000,4382000,0,3397000,2442000,403000,0,0,2008,Eastern Sierra Unified,784383356,45234489
611910,2008,EASTSIDE UNION ELEMENTARY,6619521200,41,4,3218,148.5,,30832000,3810000,21897000,5125000,29608000,16998000,1931000,0,10939000,5522000,494000,19353000,0,2008,Eastside Union Elementary,1708976310,54028080
611940,2008,EDISON ELEMENTARY,6613635394,21,2,1112,56.29999923706055,,10964000,1361000,7601000,2002000,15950000,5635000,6081000,0,3645000,1976000,190000,5825000,0,2008,Edison Elementary,367244544,21020140
612030,2008,EL CENTRO ELEMENTARY,7603525712,13,12,5644,259.20001220703125,,53279000,9758000,35992000,7529000,53914000,33362000,546000,0,22720000,9863000,706000,15407000,0,2008,El Centro Elementary,1570510459,139443686
612070,2008,EL DORADO UNION HIGH,5306225081,31,10,7262,321.8999938964844,,72292000,4806000,27023000,40463000,86499000,33749000,23397000,399000,24554000,10931000,1372000,63810000,0,2008,El Dorado Union High,18032445173,431358595
612090,2008,EL MONTE CITY ELEMENTARY,6264533700,21,18,10144,492.6000061035156,,113988000,19281000,69725000,24982000,120703000,61688000,15455000,0,43278000,18507000,2971000,71973000,0,2008,El Monte City Elementary,5049652525,283298381
612120,2008,EL MONTE UNION HIGH,6264449005,21,7,10476,452.2000122070313,,126630000,18906000,80560000,27164000,139089000,54009000,19377000,0,38178000,19296000,4099000,134391000,0,2008,El Monte Union High,9660948925,456012737
612180,2008,EL RANCHO UNIFIED,5629421500,21,19,11014,476.2000122070313,,107640000,13231000,75272000,19137000,105452000,60176000,5303000,0,40950000,20548000,2297000,55398000,0,2008,El Rancho Unified,3332607588,168051187
612210,2008,EL SEGUNDO UNIFIED,3106152650,21,5,3263,143.60000610351562,,34417000,1840000,18482000,14095000,31380000,17206000,716000,0,12330000,4689000,1382000,57443000,0,2008,El Segundo Unified,4548517098,179449902
612360,2008,ELK HILLS ELEMENTARY,6617657431,42,1,72,5.300000190734863,,1797000,73000,420000,1304000,4518000,350000,3028000,0,240000,223000,366000,3790000,0,2008,Elk Hills Elementary,2049251335,9334896
612600,2008,ELVERTA JOINT ELEMENTARY,9169914726,21,2,291,15,,2801000,341000,1393000,1067000,2593000,1484000,49000,0,1089000,410000,38000,1168000,0,2008,Elverta Joint Elementary,64388004,629770
612630,2008,EMERY UNIFIED,5106014000,21,2,783,48.09999847412109,,18626000,1354000,10288000,6984000,19729000,5673000,7761000,0,3451000,2196000,274000,5805000,0,2008,Emery Unified,3358077383,346219119
612750,2008,ENCINITAS UNION ELEMENTARY,7609444300,13,10,5562,30.600000381469727,,54452000,2650000,8915000,42887000,55653000,34318000,3505000,0,23280000,9832000,1544000,34988000,0,2008,Encinitas Union Elementary,12783314081,155756953
612810,2008,ENTERPRISE ELEMENTARY,5302244100,13,8,3403,171.1999969482422,,34670000,5640000,19463000,9567000,34802000,18788000,4051000,0,12963000,6275000,900000,24970000,0,2008,Enterprise Elementary,2494775041,133461747
612840,2008,ESCALON UNIFIED,2098383591,31,7,3060,140.60000610351562,,26700000,2715000,15970000,8015000,24898000,14955000,150000,0,10362000,4830000,399000,9754000,0,2008,Escalon Unified,1645429467,55272690
612910,2008,ESCONDIDO UNION HIGH,7602913200,21,7,9353,401.8999938964844,,93209000,9029000,41127000,43053000,89297000,41100000,13244000,0,26938000,16934000,1209000,61805000,0,2008,Escondido Union High,18865245781,460055476
612930,2008,ESPARTO UNIFIED,5307873446,42,4,1089,50.09999847412109,,10721000,831000,5694000,4196000,13002000,5153000,3298000,0,3490000,1631000,121000,2819000,0,2008,Esparto Unified,811400583,49113307
613140,2008,EVERGREEN ELEMENTARY,4082706800,11,18,13380,605.5,,119575000,10452000,45973000,63150000,118682000,73407000,12121000,0,51141000,24116000,4367000,130498000,0,2008,Evergreen Elementary,13541080861,174505288
613230,2008,EXETER UNION HIGH,5595929421,22,4,1175,48.5,,13419000,997000,8448000,3974000,12976000,5740000,2608000,0,3822000,2211000,427000,12816000,0,2008,Exeter Union High,1127379953,68021036
613290,2008,FAIRFAX ELEMENTARY,6613667221,21,3,2122,105.3000030517578,,20483000,3245000,14391000,2847000,19310000,10383000,830000,0,6878000,3802000,114000,8100000,0,2008,Fairfax Elementary,793556065,11895348
613360,2008,FAIRFIELD-SUISUN UNIFIED,7073995000,12,31,22496,1095.800048828125,,203146000,21320000,130995000,50831000,197127000,106951000,9043000,0,77360000,35874000,6731000,90888000,0,2008,Fairfield-Suisun Unified,13403149014,431635101
613470,2008,FALL RIVER JOINT UNIFIED,5303354538,43,11,1211,78.69999694824219,,14683000,2350000,7657000,4676000,14715000,7389000,1565000,0,5133000,2629000,210000,4477000,0,2008,Fall River Joint Unified,50332428,19096751
613500,2008,FALLBROOK UNION ELEMENTARY,7607315400,21,10,5617,256.79998779296875,,56634000,12069000,22241000,22324000,53198000,32392000,1132000,0,23155000,11757000,1162000,29829000,0,2008,Fallbrook Union Elementary,4799197016,58803030
613530,2008,FALLBROOK UNION HIGH,7607236332,21,3,3117,133,,34092000,4125000,10543000,19424000,30864000,16761000,607000,0,11757000,5797000,683000,21799000,0,2008,Fallbrook Union High,7972760797,84765801
613740,2008,FIELDBROOK ELEMENTARY,7078393201,41,1,113,5,,1101000,110000,509000,482000,937000,483000,47000,0,329000,187000,25000,390000,0,2008,Fieldbrook Elementary,76590527,428498
613800,2008,FILLMORE UNIFIED,8055246000,31,7,3860,173.8000030517578,,43878000,4771000,30805000,8302000,43428000,19556000,9355000,0,13611000,7452000,755000,23126000,0,2008,Fillmore Unified,1570028557,57349173
613840,2008,FIREBAUGH-LAS DELTAS JOINT UNIFIED,5596591476,32,6,2286,105.4000015258789,,23382000,3739000,15509000,4134000,20733000,10713000,329000,0,7269000,3873000,274000,14728000,0,2008,Firebaugh-Las Deltas Joint Unified,343111921,21684329
613890,2008,FOLSOM-CORDOVA UNIFIED,9163551100,13,35,19119,870.9000244140625,,179683000,15599000,94997000,69087000,185570000,97219000,22711000,0,69925000,28753000,5772000,196283000,0,2008,Folsom Cordova Unified,5861001953,686546529
613920,2008,FONTANA UNIFIED,9093575000,21,46,41077,1885,,413532000,54612000,302638000,56282000,440316000,215807000,66201000,0,150336000,79260000,11993000,280145000,0,2008,Fontana Unified,11247330183,633257443
613980,2008,FORESTHILL UNION ELEMENTARY,5303672966,42,2,522,24.299999237060547,,4821000,513000,2243000,2065000,4518000,2417000,63000,0,1774000,728000,2000,0,0,2008,Forestville Union Elementary,869317123,21775584
614010,2008,FORESTVILLE UNION ELEMENTARY,7078879767,41,2,448,23,,4719000,534000,1095000,3090000,4474000,2586000,134000,0,1869000,664000,177000,4796000,0,2008,Forestville Union Elementary,869317123,21775584
614070,2008,FORT BRAGG UNIFIED,7079612850,33,8,1907,119.3000030517578,,20780000,2896000,9196000,8688000,25596000,11194000,6614000,0,7411000,4205000,359000,28281000,0,2008,Fort Bragg Unified,1489828806,46296863
614160,2008,FORTUNA UNION ELEMENTARY,7077252293,33,2,722,36.5,,6952000,959000,4104000,1889000,8770000,4145000,2368000,0,2830000,1410000,98000,3900000,0,2008,Fortuna Union Elementary,481347994,
614190,2008,FORTUNA UNION HIGH,7077254461,33,4,1175,51.09999847412109,,11344000,1164000,5700000,4480000,10934000,5452000,858000,0,3463000,2664000,75000,1290000,0,2008,Fortuna Union High,1481551243,60692293
614220,2008,FOUNTAIN VALLEY ELEMENTARY,7148433200,13,11,6145,264.1000061035156,,70074000,4014000,19906000,46154000,53844000,33752000,2990000,0,25819000,9843000,318000,12915000,0,2008,Fountain Valley Elementary,,106497846
614250,2008,FOWLER UNIFIED,5598346080,41,7,2251,112.9000015258789,,23188000,2880000,13820000,6488000,20847000,11745000,1038000,0,7954000,4010000,803000,12087000,0,2008,Fowler Unified,961892626,156794536
614340,2008,FRANKLIN ELEMENTARY,5308225151,23,1,438,19.89999961853028,,3657000,239000,2530000,888000,4958000,2137000,1874000,0,1449000,548000,71000,2151000,0,2008,Franklin Elementary,209602140,3981664
614370,2008,FRANKLIN-MCKINLEY ELEMENTARY,4082836000,11,17,10044,468.2000122070313,,96365000,14016000,48132000,34217000,101427000,57618000,9839000,0,39910000,15398000,2934000,72090000,0,2008,Franklin-McKinley Elementary,7013199808,254363253
614400,2008,FREMONT UNIFIED,5106572350,12,41,32135,1510.800048828125,,326527000,30072000,194200000,102255000,326238000,174550000,30230000,0,137992000,36427000,10684000,205231000,0,2008,Fremont Unified,30213384602,2063840824
614430,2008,FREMONT UNION HIGH,4085222200,13,6,10339,432.2000122070313,,133255000,5368000,14292000,113595000,121553000,55954000,6326000,0,38466000,21287000,7720000,208080000,0,2008,Fremont Union High,36603389717,2489113597
614520,2008,FRESHWATER ELEMENTARY,7074421405,41,2,329,17.200000762939453,,3055000,338000,1780000,937000,2931000,1938000,61000,0,1293000,650000,58000,1085000,0,2008,Freshwater Elementary,183632894,1356094
614550,2008,FRESNO UNIFIED,5594573000,11,107,76621,3922.199951171875,,835948000,144700000,587359000,103889000,788286000,425436000,29274000,0,291270000,168008000,15497000,290121000,0,2008,Fresno Unified,17860306168,1468847888
614580,2008,WEST FRESNO ELEMENTARY,5594955608,11,3,1286,68.59999847,,11207000,2854000,6908000,1445000,10883000,5051000,704000,0,3312000,1797000,163000,2555000,0,2008,West Fresno Elementary,412757484,45783980
614700,2008,FRUITVALE ELEMENTARY,6615893830,11,5,3237,153.6999969482422,,28835000,1962000,19508000,7365000,35373000,15634000,9056000,0,11394000,5443000,1040000,25776000,0,2008,Fruitvale Elementary,2196129212,194750397
614730,2008,FULLERTON ELEMENTARY,7144477400,12,20,13458,564,,125076000,14033000,61871000,49172000,123482000,76279000,5889000,0,53127000,22867000,3008000,52510000,0,2008,Fullerton Elementary,11594956947,589370370
614760,2008,FULLERTON JOINT UNION HIGH,7148702800,12,8,16343,583.4000244140625,,152658000,10746000,77640000,64272000,171655000,81875000,20974000,0,59511000,30029000,4017000,82738000,0,2008,Fullerton Joint Union High,21811649106,1176762052
614790,2008,GALT JOINT UNION ELEMENTARY,2097444545,23,8,4190,217.6000061035156,,38451000,5063000,25111000,8277000,37739000,22962000,1469000,0,17180000,6155000,423000,8872000,0,2008,Galt Joint Union Elementary,2140610619,31971101
614820,2008,GALT JOINT UNION HIGH,2097450249,23,3,2405,105.0999984741211,,32171000,2657000,20304000,9210000,43142000,11154000,21400000,0,8239000,3174000,1371000,28690000,0,2008,Galt Joint Union High,2725801822,37805429
614940,2008,GARVEY ELEMENTARY,6263073444,21,12,5790,278,,64254000,10123000,41072000,13059000,72203000,36151000,11525000,0,24758000,11573000,841000,42821000,0,2008,Garvey Elementary,2872070873,37654134
614950,2008,GATEWAY UNIFIED,5302457900,22,11,3229,174.5,,37483000,6067000,14591000,16825000,32754000,18894000,580000,0,12591000,5978000,1090000,32505000,0,2008,Gateway Unified,2358448068,158212920
615150,2008,GEYSERVILLE UNIFIED,7078573592,41,5,251,22.5,,5797000,354000,2696000,2747000,6088000,2366000,2218000,0,1531000,619000,45000,4190000,0,2008,Geyserville Unified,892185285,20134709
615180,2008,GILROY UNIFIED,4088472700,23,18,10732,486.6000061035156,,143309000,12134000,68120000,63055000,164471000,51431000,69173000,0,36290000,17247000,5807000,168777000,0,2008,Gilroy Unified,7614396937,270802768
